participant_id;nama_peserta;jenis_pelatihan;durasi_pelatihan;kehadiran (%);nilai_ujian;status_kelulusan;produktivitas_setelah_pelatihan;tanggal_mulai;tanggal_selesai;lama_pelatihan_hari;tahun;bulan
PART-00445;Restu Anggriawan;Tataboga;240;93;68;Tidak Lulus;70;2025-02-04;2025-03-06;31;2025;February
PART-00446;Jefri Thamrin;Konstruksi;240;92;51;Tidak Lulus;58;2025-05-23;2025-06-22;31;2025;May
PART-00447;Raisa Setiawan;Kesehatan;80;70;99;Tidak Lulus;57;2024-08-11;2024-08-21;11;2024;August
PART-00448;Luwes Tamba, M.M.;Pariwisata;160;71;92;Tidak Lulus;64;2025-07-14;2025-08-03;21;2025;July
PART-00449;Gandewa Zulkarnain, M.Ak;Pertanian;240;79;47;Tidak Lulus;70;2024-05-30;2024-06-29;31;2024;May
PART-00450;Tgk. Laila Sihombing, S.Sos;Pertanian;120;94;74;Lulus;98;2024-06-04;2024-06-19;16;2024;June
PART-00451;Luthfi Simanjuntak;Teknologi Informasi;40;71;49;Tidak Lulus;57;2025-05-28;2025-06-02;6;2025;May
PART-00452;Paramita Prayoga;Teknologi Informasi;240;91;57;Tidak Lulus;56;2023-11-13;2023-12-13;31;2023;November
PART-00453;H. Himawan Novitasari, M.M.;Teknologi Informasi;240;74;68;Tidak Lulus;62;2024-07-22;2024-08-21;31;2024;July
PART-00454;Damar Hariyah;Manufaktur;80;93;98;Lulus;88;2024-06-22;2024-07-02;11;2024;June
PART-00455;Dr. Gaduh Damanik, M.Farm;Manufaktur;160;72;68;Tidak Lulus;50;2023-11-26;2023-12-16;21;2023;November
PART-00456;Anastasia Suartini;Pertanian;80;84;60;Tidak Lulus;70;2025-08-25;2025-09-04;11;2025;August
PART-00457;Salwa Prasasta;Tataboga;200;88;67;Tidak Lulus;69;2025-02-04;2025-03-01;26;2025;February
PART-00458;Laras Mandala;Kesehatan;200;97;93;Lulus;96;2025-01-04;2025-01-29;26;2025;January
PART-00459;Rizki Widodo;Konstruksi;80;89;53;Tidak Lulus;74;2025-09-01;2025-09-11;11;2025;September
PART-00460;Gangsar Riyanti;Pertanian;240;74;98;Tidak Lulus;68;2024-11-01;2024-12-01;31;2024;November
PART-00461;Indah Yuniar;Pertanian;40;94;56;Tidak Lulus;56;2025-10-30;2025-11-04;6;2025;October
PART-00462;Cindy Pertiwi;Tataboga;160;81;65;Tidak Lulus;58;2025-08-11;2025-08-31;21;2025;August
PART-00463;Humaira Lestari;Pariwisata;40;83;95;Lulus;89;2025-07-15;2025-07-20;6;2025;July
PART-00464;Betania Rajasa;Pariwisata;120;78;89;Tidak Lulus;67;2024-07-10;2024-07-25;16;2024;July
PART-00465;Elvina Prasetya;Kesehatan;80;94;81;Lulus;100;2025-06-22;2025-07-02;11;2025;June
PART-00466;drg. Qori Napitupulu, S.E.I;Tataboga;40;84;78;Lulus;79;2025-05-20;2025-05-25;6;2025;May
PART-00467;Iriana Suwarno, S.H.;Kesehatan;160;91;71;Lulus;79;2023-12-30;2024-01-19;21;2023;December
PART-00468;Dr. Ega Ramadan;Kesehatan;40;82;100;Lulus;77;2024-01-26;2024-01-31;6;2024;January
PART-00469;Lintang Mangunsong;Pertanian;40;88;56;Tidak Lulus;50;2024-02-23;2024-02-28;6;2024;February
PART-00470;Drs. Tami Nuraini, M.Pd;Tataboga;240;86;59;Tidak Lulus;60;2024-11-05;2024-12-05;31;2024;November
PART-00471;H. Tomi Adriansyah, S.Farm;Teknologi Informasi;160;81;99;Lulus;93;2025-09-23;2025-10-13;21;2025;September
PART-00472;Salwa Kuswandari;Desain Grafis;40;96;86;Lulus;85;2025-03-25;2025-03-30;6;2025;March
PART-00473;Vivi Uyainah;Desain Grafis;160;81;80;Lulus;97;2024-03-07;2024-03-27;21;2024;March
PART-00474;Gamanto Anggriawan;Teknologi Informasi;80;70;70;Tidak Lulus;55;2025-09-08;2025-09-18;11;2025;September
PART-00475;Tgk. Kamila Wibowo;Pariwisata;40;96;70;Lulus;75;2024-05-15;2024-05-20;6;2024;May
PART-00476;Tgk. Yessi Laksita, S.Farm;Kesehatan;200;99;78;Lulus;98;2025-04-16;2025-05-11;26;2025;April
PART-00477;Suci Hardiansyah;Konstruksi;240;93;56;Tidak Lulus;59;2023-11-09;2023-12-09;31;2023;November
PART-00478;Martaka Putra;Tataboga;240;86;65;Tidak Lulus;53;2025-06-07;2025-07-07;31;2025;June
PART-00479;Restu Sinaga;Tataboga;200;83;80;Lulus;96;2025-03-13;2025-04-07;26;2025;March
PART-00480;Dian Sihombing;Kesehatan;240;85;50;Tidak Lulus;74;2025-06-14;2025-07-14;31;2025;June
PART-00481;Dr. Kusuma Maheswara, S.Pd;Pertanian;120;86;79;Lulus;85;2024-01-26;2024-02-10;16;2024;January
PART-00482;Kariman Nuraini;Pertanian;40;83;60;Tidak Lulus;61;2025-02-03;2025-02-08;6;2025;February
PART-00483;Tugiman Usada;Pertanian;200;84;81;Lulus;98;2024-08-08;2024-09-02;26;2024;August
PART-00484;Hj. Uli Najmudin, M.Kom.;Kesehatan;200;89;57;Tidak Lulus;63;2023-12-01;2023-12-26;26;2023;December
PART-00485;Dr. Kadir Saptono, M.Ak;Desain Grafis;80;88;54;Tidak Lulus;72;2024-02-04;2024-02-14;11;2024;February
PART-00486;Ida Purnawati;Pertanian;160;75;97;Tidak Lulus;70;2025-06-18;2025-07-08;21;2025;June
PART-00487;Vino Santoso;Manufaktur;120;86;62;Tidak Lulus;52;2025-01-29;2025-02-13;16;2025;January
PART-00488;dr. Icha Siregar, S.Sos;Desain Grafis;200;84;99;Lulus;75;2025-11-05;2025-11-30;26;2025;November
PART-00489;Queen Budiman, S.Sos;Desain Grafis;120;92;49;Tidak Lulus;67;2024-12-05;2024-12-20;16;2024;December
PART-00490;Ir. Wasis Hutasoit;Desain Grafis;120;94;54;Tidak Lulus;55;2024-09-23;2024-10-08;16;2024;September
PART-00491;Hana Ardianto;Pariwisata;200;94;59;Tidak Lulus;50;2024-03-02;2024-03-27;26;2024;March
PART-00492;Bahuwirya Utami;Teknologi Informasi;240;87;86;Lulus;99;2024-01-05;2024-02-04;31;2024;January
PART-00493;Endah Prabowo;Teknologi Informasi;160;92;84;Lulus;83;2025-10-04;2025-10-24;21;2025;October
PART-00494;Drs. Siti Siregar, S.E.I;Pariwisata;120;74;83;Tidak Lulus;57;2024-12-19;2025-01-03;16;2024;December
PART-00495;Drs. Yuni Firgantoro;Tataboga;160;76;93;Tidak Lulus;59;2025-01-30;2025-02-19;21;2025;January
PART-00496;Puti Dina Mardhiyah, M.M.;Kesehatan;160;79;98;Tidak Lulus;73;2025-04-04;2025-04-24;21;2025;April
PART-00497;Mahesa Susanti;Pertanian;200;98;70;Lulus;99;2024-05-26;2024-06-20;26;2024;May
PART-00498;Amelia Natsir, S.Farm;Manufaktur;80;89;50;Tidak Lulus;68;2025-09-07;2025-09-17;11;2025;September
PART-00499;Olivia Maulana;Pertanian;160;71;71;Tidak Lulus;58;2025-01-17;2025-02-06;21;2025;January
PART-00500;R. Farah Nugroho, S.E.;Desain Grafis;80;70;46;Tidak Lulus;62;2024-01-15;2024-01-25;11;2024;January
PART-00501;dr. Luwes Wibisono, S.Farm;Desain Grafis;240;95;61;Tidak Lulus;74;2025-09-03;2025-10-03;31;2025;September
PART-00502;Laras Purnawati, M.Farm;Pertanian;120;96;59;Tidak Lulus;59;2024-01-23;2024-02-07;16;2024;January
PART-00503;Ir. Jaga Situmorang, S.Farm;Teknologi Informasi;160;78;72;Tidak Lulus;62;2024-03-19;2024-04-08;21;2024;March
PART-00504;Raditya Prastuti;Pariwisata;40;99;92;Lulus;77;2024-09-21;2024-09-26;6;2024;September
PART-00505;Agnes Prasetya;Pariwisata;80;73;50;Tidak Lulus;63;2024-08-14;2024-08-24;11;2024;August
PART-00506;Alika Siregar;Tataboga;40;86;55;Tidak Lulus;71;2025-03-14;2025-03-19;6;2025;March
PART-00507;Tiara Mandala;Pariwisata;200;92;65;Tidak Lulus;54;2024-10-27;2024-11-21;26;2024;October
PART-00508;Rahmi Hidayanto, S.T.;Desain Grafis;240;75;74;Tidak Lulus;54;2023-12-03;2024-01-02;31;2023;December
PART-00509;Iriana Nugroho;Pertanian;80;94;78;Lulus;88;2025-05-23;2025-06-02;11;2025;May
PART-00510;Widya Pertiwi;Konstruksi;40;89;98;Lulus;81;2025-02-25;2025-03-02;6;2025;February
PART-00511;Puti Rika Marbun;Tataboga;40;85;85;Lulus;85;2024-04-23;2024-04-28;6;2024;April
PART-00512;T. Himawan Rahimah, M.Pd;Pertanian;40;87;68;Tidak Lulus;66;2025-10-25;2025-10-30;6;2025;October
PART-00513;Patricia Handayani;Teknologi Informasi;200;100;93;Lulus;76;2025-08-04;2025-08-29;26;2025;August
PART-00514;Zahra Saptono;Konstruksi;160;75;76;Tidak Lulus;65;2023-11-24;2023-12-14;21;2023;November
PART-00515;Banawi Maryati;Konstruksi;160;76;72;Tidak Lulus;56;2025-03-11;2025-03-31;21;2025;March
PART-00516;Maimunah Astuti;Teknologi Informasi;80;78;76;Tidak Lulus;50;2024-11-28;2024-12-08;11;2024;November
PART-00517;Vanya Saefullah, S.Psi;Teknologi Informasi;80;77;67;Tidak Lulus;58;2025-10-13;2025-10-23;11;2025;October
PART-00518;Fitria Uwais, S.I.Kom;Teknologi Informasi;240;95;99;Lulus;98;2024-01-10;2024-02-09;31;2024;January
PART-00519;Bella Latupono;Desain Grafis;80;94;60;Tidak Lulus;57;2025-06-25;2025-07-05;11;2025;June
PART-00520;Yono Adriansyah;Kesehatan;120;81;88;Lulus;80;2025-07-22;2025-08-06;16;2025;July
PART-00521;Mursinin Mustofa;Pertanian;240;87;80;Lulus;83;2024-12-15;2025-01-14;31;2024;December
PART-00522;R.M. Bambang Marbun, S.I.Kom;Pariwisata;160;98;55;Tidak Lulus;56;2023-11-17;2023-12-07;21;2023;November
PART-00523;Farhunnisa Nashiruddin;Desain Grafis;160;83;73;Lulus;100;2024-04-25;2024-05-15;21;2024;April
PART-00524;Taufan Farida;Teknologi Informasi;240;86;98;Lulus;99;2025-07-07;2025-08-06;31;2025;July
PART-00525;Indah Wasita;Desain Grafis;40;70;99;Tidak Lulus;50;2025-09-20;2025-09-25;6;2025;September
PART-00526;Sutan Hasim Puspita, S.Sos;Manufaktur;240;87;66;Tidak Lulus;66;2024-01-24;2024-02-23;31;2024;January
PART-00527;Najwa Astuti;Manufaktur;240;86;61;Tidak Lulus;67;2024-06-17;2024-07-17;31;2024;June
PART-00528;Akarsana Permata;Pariwisata;120;74;82;Tidak Lulus;50;2025-03-28;2025-04-12;16;2025;March
PART-00529;Yuni Mulyani;Desain Grafis;40;97;47;Tidak Lulus;55;2024-08-28;2024-09-02;6;2024;August
PART-00530;Lidya Tampubolon;Teknologi Informasi;120;72;86;Tidak Lulus;65;2024-09-25;2024-10-10;16;2024;September
PART-00531;Cut Betania Kuswandari, M.M.;Kesehatan;120;73;86;Tidak Lulus;69;2023-11-29;2023-12-14;16;2023;November
PART-00532;Raisa Natsir;Manufaktur;80;75;100;Tidak Lulus;70;2025-07-09;2025-07-19;11;2025;July
PART-00533;Hardi Suwarno;Tataboga;160;81;68;Tidak Lulus;71;2024-03-23;2024-04-12;21;2024;March
PART-00534;Ir. Salsabila Marbun;Tataboga;160;88;80;Lulus;82;2025-02-24;2025-03-16;21;2025;February
PART-00535;Anom Putra, S.Gz;Pertanian;80;98;64;Tidak Lulus;73;2025-07-30;2025-08-09;11;2025;July
PART-00536;Puti Shania Yuniar;Teknologi Informasi;120;74;96;Tidak Lulus;55;2023-11-13;2023-11-28;16;2023;November
PART-00537;Raihan Mulyani;Kesehatan;240;83;48;Tidak Lulus;71;2025-01-11;2025-02-10;31;2025;January
PART-00538;Tomi Sitompul;Konstruksi;240;71;52;Tidak Lulus;65;2025-04-09;2025-05-09;31;2025;April
PART-00539;Zamira Manullang;Tataboga;80;96;74;Lulus;89;2025-01-25;2025-02-04;11;2025;January
PART-00540;Dt. Kasusra Putra, S.Pt;Kesehatan;240;97;63;Tidak Lulus;52;2025-02-18;2025-03-20;31;2025;February
PART-00541;Bakti Waluyo;Konstruksi;40;73;67;Tidak Lulus;72;2024-12-08;2024-12-13;6;2024;December
PART-00542;dr. Salsabila Palastri;Konstruksi;80;74;85;Tidak Lulus;65;2025-07-25;2025-08-04;11;2025;July
PART-00543;Elon Prasasta;Manufaktur;240;100;93;Lulus;81;2025-02-06;2025-03-08;31;2025;February
PART-00544;Latif Yulianti;Manufaktur;40;79;100;Tidak Lulus;71;2024-06-10;2024-06-15;6;2024;June
PART-00545;R. Sabrina Waluyo;Kesehatan;200;88;96;Lulus;93;2025-09-02;2025-09-27;26;2025;September
PART-00546;dr. Taswir Suryono, S.E.;Pertanian;160;77;74;Tidak Lulus;67;2025-10-11;2025-10-31;21;2025;October
PART-00547;R.A. Eli Laksita, M.Ak;Desain Grafis;200;96;73;Lulus;98;2024-11-13;2024-12-08;26;2024;November
PART-00548;Jarwa Saputra;Pariwisata;160;73;75;Tidak Lulus;64;2024-08-29;2024-09-18;21;2024;August
PART-00549;Prabowo Siregar;Desain Grafis;240;70;90;Tidak Lulus;62;2025-05-10;2025-06-09;31;2025;May
PART-00550;Halima Sirait;Teknologi Informasi;40;72;69;Tidak Lulus;53;2024-12-15;2024-12-20;6;2024;December
PART-00551;Ade Anggriawan;Manufaktur;200;81;50;Tidak Lulus;54;2025-02-04;2025-03-01;26;2025;February
PART-00552;Ulva Prasetya;Teknologi Informasi;200;80;90;Lulus;84;2024-06-14;2024-07-09;26;2024;June
PART-00553;Julia Waskita;Konstruksi;200;85;86;Lulus;93;2024-07-28;2024-08-22;26;2024;July
PART-00554;Eli Astuti;Pertanian;240;76;59;Tidak Lulus;54;2024-11-29;2024-12-29;31;2024;November
PART-00555;Zelda Prasasta;Pariwisata;40;80;79;Lulus;97;2024-01-23;2024-01-28;6;2024;January
PART-00556;Tami Ramadan, S.Pt;Desain Grafis;200;90;91;Lulus;96;2025-09-03;2025-09-28;26;2025;September
PART-00557;Shania Pudjiastuti;Pariwisata;240;94;93;Lulus;80;2025-04-12;2025-05-12;31;2025;April
PART-00558;Citra Astuti;Kesehatan;240;100;76;Lulus;84;2025-08-07;2025-09-06;31;2025;August
PART-00559;Bahuraksa Yolanda;Manufaktur;240;70;45;Tidak Lulus;59;2024-09-09;2024-10-09;31;2024;September
PART-00560;Drs. Jamalia Prastuti;Manufaktur;120;97;92;Lulus;83;2024-04-29;2024-05-14;16;2024;April
PART-00561;Eli Pangestu;Tataboga;120;80;55;Tidak Lulus;74;2024-08-28;2024-09-12;16;2024;August
PART-00562;Laras Mayasari;Pariwisata;200;86;81;Lulus;88;2024-10-09;2024-11-03;26;2024;October
PART-00563;Jessica Siregar;Pertanian;80;89;73;Lulus;84;2024-03-04;2024-03-14;11;2024;March
PART-00564;Dewi Natsir, S.Psi;Pertanian;40;93;96;Lulus;89;2025-05-03;2025-05-08;6;2025;May
PART-00565;Halim Sitorus;Teknologi Informasi;80;70;82;Tidak Lulus;50;2023-12-10;2023-12-20;11;2023;December
PART-00566;Ellis Nasyiah, M.Pd;Pertanian;120;99;65;Tidak Lulus;62;2024-05-06;2024-05-21;16;2024;May
PART-00567;Rafid Hutapea;Teknologi Informasi;80;85;47;Tidak Lulus;57;2024-12-31;2025-01-10;11;2024;December
PART-00568;Lidya Habibi;Tataboga;240;88;60;Tidak Lulus;52;2025-05-26;2025-06-25;31;2025;May
PART-00569;Padmi Salahudin;Manufaktur;160;87;85;Lulus;77;2023-11-25;2023-12-15;21;2023;November
PART-00570;Kasiyah Siregar;Pariwisata;40;82;79;Lulus;86;2024-04-16;2024-04-21;6;2024;April
PART-00571;Prakosa Nuraini;Pertanian;160;84;100;Lulus;77;2025-01-02;2025-01-22;21;2025;January
PART-00572;Ozy Prakasa;Manufaktur;80;93;48;Tidak Lulus;61;2025-08-25;2025-09-04;11;2025;August
PART-00573;Aris Nurdiyanti, S.Pt;Kesehatan;200;89;54;Tidak Lulus;50;2024-01-20;2024-02-14;26;2024;January
PART-00574;Gawati Marpaung;Pariwisata;160;87;45;Tidak Lulus;71;2024-09-30;2024-10-20;21;2024;September
PART-00575;Cawuk Purnawati;Konstruksi;200;87;97;Lulus;84;2024-03-08;2024-04-02;26;2024;March
PART-00576;Jasmani Nasyiah;Konstruksi;120;81;70;Lulus;76;2025-06-22;2025-07-07;16;2025;June
PART-00577;Ir. Prabawa Zulkarnain, S.Gz;Kesehatan;200;91;95;Lulus;89;2024-04-23;2024-05-18;26;2024;April
PART-00578;Gilda Januar, M.M.;Desain Grafis;160;86;60;Tidak Lulus;65;2024-01-13;2024-02-02;21;2024;January
PART-00579;Ir. Kartika Simanjuntak, S.Psi;Kesehatan;240;97;70;Lulus;79;2024-03-20;2024-04-19;31;2024;March
PART-00580;Janet Melani;Konstruksi;200;84;63;Tidak Lulus;67;2024-10-29;2024-11-23;26;2024;October
PART-00581;Lala Mandala;Kesehatan;80;90;91;Lulus;84;2025-01-23;2025-02-02;11;2025;January
PART-00582;Dr. Rusman Nainggolan, S.IP;Desain Grafis;40;87;80;Lulus;89;2025-04-17;2025-04-22;6;2025;April
PART-00583;Tgk. Galih Prasasta, S.T.;Desain Grafis;160;84;59;Tidak Lulus;56;2025-11-03;2025-11-23;21;2025;November
PART-00584;Rachel Puspasari;Desain Grafis;80;85;90;Lulus;98;2024-02-23;2024-03-04;11;2024;February
PART-00585;Balangga Saefullah;Pariwisata;80;95;46;Tidak Lulus;62;2025-08-13;2025-08-23;11;2025;August
PART-00586;Victoria Setiawan, M.Kom.;Manufaktur;40;96;93;Lulus;96;2023-12-02;2023-12-07;6;2023;December
PART-00587;dr. Viktor Siregar, S.E.I;Desain Grafis;200;95;100;Lulus;92;2024-10-14;2024-11-08;26;2024;October
PART-00588;Purwadi Laksita;Teknologi Informasi;40;84;92;Lulus;90;2024-10-24;2024-10-29;6;2024;October
PART-00589;Irma Pudjiastuti;Desain Grafis;120;94;76;Lulus;90;2024-11-19;2024-12-04;16;2024;November
PART-00590;R. Maria Sitorus, S.Gz;Desain Grafis;80;99;52;Tidak Lulus;50;2025-09-19;2025-09-29;11;2025;September
PART-00591;Febi Maheswara;Tataboga;40;78;72;Tidak Lulus;66;2024-11-27;2024-12-02;6;2024;November
PART-00592;Azalea Mulyani;Tataboga;80;94;99;Lulus;81;2025-08-24;2025-09-03;11;2025;August
PART-00593;Shakila Manullang;Tataboga;240;81;88;Lulus;82;2024-02-15;2024-03-16;31;2024;February
PART-00594;Kardi Megantara;Konstruksi;240;99;88;Lulus;92;2025-06-22;2025-07-22;31;2025;June
PART-00595;Martani Rajata;Desain Grafis;160;72;51;Tidak Lulus;61;2024-10-26;2024-11-15;21;2024;October
PART-00596;Indah Mustofa;Desain Grafis;160;88;49;Tidak Lulus;61;2025-04-16;2025-05-06;21;2025;April
PART-00597;Sutan Gaman Usada, S.E.I;Kesehatan;40;73;68;Tidak Lulus;74;2025-03-14;2025-03-19;6;2025;March
PART-00598;Ir. Dimaz Kuswoyo, S.Farm;Konstruksi;80;98;57;Tidak Lulus;69;2023-11-17;2023-11-27;11;2023;November
PART-00599;Hesti Natsir;Teknologi Informasi;80;96;100;Lulus;83;2024-02-20;2024-03-01;11;2024;February
PART-00600;Kalim Prayoga;Teknologi Informasi;160;89;57;Tidak Lulus;58;2024-01-27;2024-02-16;21;2024;January
PART-00601;Vanesa Wahyuni;Kesehatan;200;93;86;Lulus;75;2024-05-21;2024-06-15;26;2024;May
PART-00602;Latika Usada;Tataboga;160;85;87;Lulus;89;2025-01-06;2025-01-26;21;2025;January
PART-00603;Dr. Wahyu Lazuardi, S.E.;Kesehatan;240;80;55;Tidak Lulus;68;2025-01-26;2025-02-25;31;2025;January
PART-00604;Najib Thamrin;Tataboga;40;88;56;Tidak Lulus;59;2024-02-05;2024-02-10;6;2024;February
PART-00605;R. Siska Santoso, S.IP;Desain Grafis;240;97;63;Tidak Lulus;64;2024-09-21;2024-10-21;31;2024;September
PART-00606;Drs. Farah Haryanti, S.Sos;Pertanian;240;82;91;Lulus;97;2024-07-03;2024-08-02;31;2024;July
PART-00607;Tari Marpaung;Manufaktur;40;75;65;Tidak Lulus;52;2024-07-17;2024-07-22;6;2024;July
PART-00608;Maida Sihombing;Teknologi Informasi;160;76;49;Tidak Lulus;58;2023-11-15;2023-12-05;21;2023;November
PART-00609;Drs. Maman Marpaung, S.Kom;Tataboga;200;91;89;Lulus;97;2025-02-04;2025-03-01;26;2025;February
PART-00610;Salsabila Saragih;Pariwisata;200;82;62;Tidak Lulus;53;2025-05-10;2025-06-04;26;2025;May
PART-00611;Ajimat Laksita;Desain Grafis;120;95;90;Lulus;79;2024-10-05;2024-10-20;16;2024;October
PART-00612;Drs. Yunita Kuswoyo;Desain Grafis;200;94;100;Lulus;86;2024-07-27;2024-08-21;26;2024;July
PART-00613;Hj. Titi Samosir, S.I.Kom;Desain Grafis;80;84;54;Tidak Lulus;70;2025-05-02;2025-05-12;11;2025;May
PART-00614;H. Kemal Budiman;Pertanian;120;86;67;Tidak Lulus;72;2024-05-16;2024-05-31;16;2024;May
PART-00615;Widya Prabowo;Konstruksi;240;92;79;Lulus;76;2024-05-07;2024-06-06;31;2024;May
PART-00616;Eli Yuniar;Konstruksi;160;81;78;Lulus;82;2024-09-17;2024-10-07;21;2024;September
PART-00617;Pranata Aryani;Tataboga;160;85;63;Tidak Lulus;65;2024-07-15;2024-08-04;21;2024;July
PART-00618;Jail Maryati;Pariwisata;80;97;87;Lulus;92;2024-11-15;2024-11-25;11;2024;November
PART-00619;Jinawi Wacana;Pertanian;240;87;90;Lulus;87;2024-06-29;2024-07-29;31;2024;June
PART-00620;Okta Pertiwi;Tataboga;200;75;75;Tidak Lulus;66;2024-01-02;2024-01-27;26;2024;January
PART-00621;Purwanto Puspita;Teknologi Informasi;240;100;49;Tidak Lulus;56;2025-10-18;2025-11-17;31;2025;October
PART-00622;Jessica Hutapea, S.Kom;Desain Grafis;40;91;52;Tidak Lulus;53;2024-10-13;2024-10-18;6;2024;October
PART-00623;Kambali Putra;Tataboga;200;70;65;Tidak Lulus;54;2024-06-24;2024-07-19;26;2024;June
PART-00624;R.A. Cinta Januar, M.Pd;Tataboga;80;92;83;Lulus;90;2023-12-16;2023-12-26;11;2023;December
PART-00625;Darman Winarsih;Desain Grafis;120;91;85;Lulus;86;2024-06-18;2024-07-03;16;2024;June
PART-00626;Cut Nilam Aryani, S.Kom;Pertanian;120;71;79;Tidak Lulus;57;2024-08-09;2024-08-24;16;2024;August
PART-00627;Dr. Paris Purnawati, S.IP;Manufaktur;120;94;47;Tidak Lulus;62;2025-03-18;2025-04-02;16;2025;March
PART-00628;Michelle Wacana;Desain Grafis;40;73;79;Tidak Lulus;70;2025-10-25;2025-10-30;6;2025;October
PART-00629;Embuh Gunarto, S.Kom;Tataboga;120;70;48;Tidak Lulus;53;2025-03-20;2025-04-04;16;2025;March
PART-00630;Puti Yance Prasasta, S.Gz;Pariwisata;80;81;60;Tidak Lulus;54;2025-11-04;2025-11-14;11;2025;November
PART-00631;Kala Siregar, S.E.;Pariwisata;40;88;93;Lulus;86;2025-05-06;2025-05-11;6;2025;May
PART-00632;Hj. Juli Budiman, S.Pd;Manufaktur;200;78;100;Tidak Lulus;71;2024-04-14;2024-05-09;26;2024;April
PART-00633;Kenes Mangunsong;Pariwisata;200;79;54;Tidak Lulus;58;2024-10-31;2024-11-25;26;2024;October
PART-00634;Artanto Damanik, S.Pt;Manufaktur;40;91;56;Tidak Lulus;71;2024-07-04;2024-07-09;6;2024;July
PART-00635;drg. Elma Suwarno, S.H.;Kesehatan;160;72;77;Tidak Lulus;68;2025-06-20;2025-07-10;21;2025;June
PART-00636;Satya Tampubolon;Pertanian;160;94;46;Tidak Lulus;70;2025-02-28;2025-03-20;21;2025;February
PART-00637;dr. Talia Iswahyudi;Pertanian;200;82;99;Lulus;76;2024-01-18;2024-02-12;26;2024;January
PART-00638;Jamalia Pudjiastuti, S.T.;Desain Grafis;160;86;87;Lulus;97;2025-03-24;2025-04-13;21;2025;March
PART-00639;Tgk. Sarah Wasita;Kesehatan;240;87;49;Tidak Lulus;55;2025-04-07;2025-05-07;31;2025;April
PART-00640;Puspa Marbun, S.Gz;Kesehatan;80;97;92;Lulus;78;2023-12-04;2023-12-14;11;2023;December
PART-00641;Sutan Darsirah Hutagalung, M.Farm;Tataboga;160;73;57;Tidak Lulus;60;2024-02-11;2024-03-02;21;2024;February
PART-00642;Harjo Nuraini;Kesehatan;200;88;87;Lulus;82;2024-05-23;2024-06-17;26;2024;May
PART-00643;Tgk. Kayla Padmasari, S.E.I;Manufaktur;160;96;95;Lulus;85;2024-10-02;2024-10-22;21;2024;October
PART-00644;Iriana Lailasari;Konstruksi;80;70;81;Tidak Lulus;72;2024-07-17;2024-07-27;11;2024;July
PART-00645;Prasetya Sihombing;Pertanian;80;81;96;Lulus;99;2025-02-15;2025-02-25;11;2025;February
PART-00646;Nilam Hutagalung;Tataboga;120;85;45;Tidak Lulus;61;2024-04-20;2024-05-05;16;2024;April
PART-00647;Anita Mardhiyah;Tataboga;120;82;58;Tidak Lulus;72;2024-07-18;2024-08-02;16;2024;July
PART-00648;Kani Setiawan;Tataboga;240;92;86;Lulus;81;2024-08-31;2024-09-30;31;2024;August
PART-00649;Nyana Farida;Pariwisata;200;97;71;Lulus;89;2025-09-26;2025-10-21;26;2025;September
PART-00650;Maryanto Waluyo;Pertanian;160;94;85;Lulus;86;2025-08-08;2025-08-28;21;2025;August
PART-00651;dr. Raden Budiman;Desain Grafis;80;89;46;Tidak Lulus;67;2025-06-17;2025-06-27;11;2025;June
PART-00652;Ir. Maryanto Wulandari, S.T.;Tataboga;160;72;77;Tidak Lulus;69;2025-10-14;2025-11-03;21;2025;October
PART-00653;Dt. Elvin Mandala;Tataboga;120;70;63;Tidak Lulus;51;2024-12-25;2025-01-09;16;2024;December
PART-00654;Jessica Nugroho;Konstruksi;40;89;78;Lulus;86;2023-11-09;2023-11-14;6;2023;November
PART-00655;Sutan Darmaji Halim;Pertanian;240;79;68;Tidak Lulus;55;2024-11-18;2024-12-18;31;2024;November
PART-00656;Ida Samosir, S.IP;Konstruksi;200;82;99;Lulus;95;2025-07-19;2025-08-13;26;2025;July
PART-00657;Harsanto Suwarno;Pariwisata;80;84;45;Tidak Lulus;66;2025-03-19;2025-03-29;11;2025;March
PART-00658;Julia Simbolon;Tataboga;160;79;86;Tidak Lulus;59;2023-11-27;2023-12-17;21;2023;November
PART-00659;KH. Usman Latupono, S.E.;Pertanian;80;73;96;Tidak Lulus;58;2024-11-20;2024-11-30;11;2024;November
PART-00660;Bakiman Maryadi;Tataboga;40;78;69;Tidak Lulus;68;2024-05-21;2024-05-26;6;2024;May
PART-00661;Edward Laksmiwati, S.IP;Pertanian;160;87;96;Lulus;98;2025-01-08;2025-01-28;21;2025;January
PART-00662;Irsad Melani;Kesehatan;40;82;49;Tidak Lulus;72;2024-03-09;2024-03-14;6;2024;March
PART-00663;Tina Yuniar;Manufaktur;80;96;58;Tidak Lulus;70;2025-02-11;2025-02-21;11;2025;February
PART-00664;Rahmi Yuliarti, S.E.I;Pertanian;120;70;47;Tidak Lulus;59;2023-11-13;2023-11-28;16;2023;November
PART-00665;Gading Thamrin;Manufaktur;40;86;89;Lulus;89;2023-12-08;2023-12-13;6;2023;December
PART-00666;Mustika Rahayu;Konstruksi;240;70;84;Tidak Lulus;54;2025-03-06;2025-04-05;31;2025;March
PART-00667;dr. Zelda Fujiati, S.Pd;Kesehatan;120;71;65;Tidak Lulus;53;2025-03-08;2025-03-23;16;2025;March
